player,draft_year,position,position_group,model_group,college,round,pick,outcome_grade_pff_powered,position_model_score,ceiling_grade,floor_grade,starter_probability,elite_probability,bust_probability,outcome_tier,outlier_type,grade_explanation,projected_value,actual_value,actual_position_percentile,predicted_position_percentile
D.J. White,2016,CB,CB,DB,Georgia Tech,6.0,178.0,66.8,76.9,69.5,52.4,0.492,0.474,0.476,Rotational / contributor profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,8.5,1.0,14.8,53.6
DeAndre Houston-Carson,2016,S,S,DB,William & Mary,6.0,185.0,67.1,77.5,69.9,51.6,0.484,0.471,0.484,Rotational / contributor profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,8.3,11.0,55.5,53.7
Anthony Brown,2016,CB,CB,DB,Purdue,6.0,189.0,82.2,98.4,86.0,51.2,0.497,0.486,0.488,Starter-caliber profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,8.5,23.0,73.5,55.9
Blake Countess,2016,CB,CB,DB,Auburn,6.0,196.0,65.5,75.1,68.4,51.5,0.488,0.483,0.485,Rotational / contributor profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,8.4,3.0,28.6,53.5
Jordan Lucas,2016,S,S,DB,Penn St.,6.0,204.0,70.1,81.6,73.2,51.4,0.488,0.479,0.486,Rotational / contributor profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,8.4,4.0,33.8,54.0
Harlan Miller,2016,CB,CB,DB,Southeastern Louisiana,6.0,205.0,64.7,74.2,67.5,51.1,0.481,0.472,0.489,Rotational / contributor profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,8.2,2.0,22.7,53.3
Maurice Canady,2016,CB,CB,DB,Virginia,6.0,209.0,75.2,88.7,78.5,51.9,0.492,0.48,0.481,Starter-caliber profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; strong position profile,8.4,3.0,28.6,54.6
Kavon Frazier,2016,S,S,DB,Central Michigan,6.0,212.0,70.2,81.6,73.3,51.9,0.494,0.485,0.481,Rotational / contributor profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,8.5,4.0,33.8,54.0
Kevon Seymour,2016,CB,CB,DB,USC,6.0,218.0,65.3,74.9,68.2,50.9,0.489,0.48,0.491,Rotational / contributor profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,8.3,6.0,41.9,53.4
Will Parks,2016,S,S,DB,Arizona,6.0,219.0,79.7,95.0,83.5,51.2,0.495,0.488,0.488,Starter-caliber profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; top-tier position profile,8.4,11.0,55.5,55.3
Jalen Mills,2016,S,S,DB,LSU,7.0,233.0,81.0,96.8,84.6,50.6,0.494,0.481,0.494,Starter-caliber profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,8.4,31.0,81.0,55.6
Jayron Kearse,2016,S,S,DB,Clemson,7.0,244.0,58.4,65.6,60.9,50.7,0.477,0.468,0.493,Rotational / contributor profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,8.1,18.0,67.2,52.5
Clayton Fejedelem,2016,S,S,DB,Illinois,7.0,245.0,65.2,74.9,68.1,50.6,0.488,0.478,0.494,Rotational / contributor profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,8.2,8.0,48.0,53.4
Prince Charles Iworah,2016,CB,CB,DB,Western Kentucky,7.0,249.0,62.1,70.6,64.8,51.1,0.482,0.475,0.489,Rotational / contributor profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,8.2,0.0,5.1,52.9
Kalan Reed,2016,CB,CB,DB,Southern Miss,7.0,253.0,64.8,74.3,67.7,51.3,0.487,0.479,0.487,Rotational / contributor profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,8.2,0.0,5.1,53.3
Jamal Adams,2017,S,S,DB,LSU,1.0,6.0,94.3,99.6,94.3,92.0,0.91,0.752,0.08,High-end starter / premium prospect profile,near_expected,premium draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,29.6,47.0,91.8,80.6
Marshon Lattimore,2017,CB,CB,DB,Ohio St.,1.0,11.0,94.5,99.7,94.5,90.2,0.902,0.787,0.098,High-end starter / premium prospect profile,near_expected,premium draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,30.2,43.0,90.0,81.7
Malik Hooker,2017,S,S,DB,Ohio St.,1.0,15.0,91.4,99.3,91.4,85.3,0.841,0.657,0.147,High-end starter / premium prospect profile,near_expected,premium draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,21.8,26.0,76.6,72.9
Marlon Humphrey,2017,CB,CB,DB,Alabama,1.0,16.0,95.1,99.8,95.1,93.5,0.919,0.787,0.065,Elite / rare profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,31.3,62.0,96.4,82.8
Adoree' Jackson,2017,CB,CB,DB,USC,1.0,18.0,92.6,99.4,92.6,89.6,0.881,0.662,0.104,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,24.8,30.0,80.0,76.3
Gareon Conley,2017,CB,CB,DB,Ohio St.,1.0,24.0,86.0,98.6,86.8,71.3,0.645,0.514,0.287,Starter-caliber profile,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,13.9,9.0,51.0,62.7
Jabrill Peppers,2017,S,S,DB,Michigan,1.0,25.0,91.8,99.4,91.8,90.1,0.858,0.614,0.099,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,22.3,32.0,82.0,73.4
Tre'Davious White,2017,CB,CB,DB,LSU,1.0,27.0,94.7,99.7,94.7,92.4,0.91,0.779,0.076,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,30.6,53.0,94.2,82.1
Kevin King,2017,CB,CB,DB,Washington,2.0,33.0,88.2,98.7,88.2,77.8,0.753,0.544,0.222,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,16.0,16.0,64.2,66.3
Budda Baker,2017,S,S,DB,Washington,2.0,36.0,94.3,99.6,94.3,92.4,0.899,0.765,0.076,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,28.9,63.0,96.6,81.2
Marcus Maye,2017,S,S,DB,Florida,2.0,39.0,90.9,99.3,90.9,83.7,0.822,0.626,0.163,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,20.7,29.0,79.1,72.1
Marcus Williams,2017,S,S,DB,Utah,2.0,42.0,93.5,99.6,93.5,90.5,0.887,0.718,0.095,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,27.0,32.0,82.0,78.9
Sidney Jones,2017,CB,CB,DB,Washington,2.0,43.0,62.0,69.1,62.3,59.0,0.551,0.42,0.41,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,9.6,12.0,57.6,53.6
Quincy Wilson,2017,CB,CB,DB,Florida,2.0,46.0,59.3,66.2,59.3,64.1,0.492,0.366,0.359,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,9.4,4.0,33.8,53.2
Justin Evans,2017,S,S,DB,Texas A&M,2.0,50.0,76.5,87.1,77.2,66.7,0.615,0.475,0.333,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,11.4,10.0,53.3,57.7
Teez Tabor,2017,CB,CB,DB,Florida,2.0,53.0,15.2,8.2,15.2,54.3,0.371,0.214,0.457,Low-probability profile,near_expected,Day 2 draft capital; private PFF-derived signals included,6.8,5.0,38.2,46.4
Obi Melifonwu,2017,S,S,DB,Connecticut,2.0,56.0,5.7,0.4,5.7,40.1,0.249,0.161,0.599,Low-probability profile,near_expected,Day 2 draft capital; low starter probability; private PFF-derived signals included; meaningful downside risk,4.1,1.0,14.8,34.5
Chidobe Awuzie,2017,CB,CB,DB,Colorado,2.0,60.0,92.1,99.4,92.1,86.4,0.861,0.662,0.136,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,23.1,28.0,78.3,75.0
Josh Jones,2017,S,S,DB,North Carolina St.,2.0,61.0,78.6,90.4,78.6,73.0,0.592,0.401,0.27,Starter-caliber profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,11.7,11.0,55.5,58.5
Ahkello Witherspoon,2017,CB,CB,DB,Colorado,3.0,66.0,88.6,98.9,88.6,79.1,0.749,0.562,0.209,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,17.0,22.0,72.7,67.4
Fabian Moreau,2017,CB,CB,DB,UCLA,3.0,81.0,88.6,98.8,88.6,80.4,0.769,0.529,0.196,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,16.7,21.0,71.4,67.0
Shaquill Griffin,2017,DB,CB,DB,Central Florida,3.0,90.0,93.1,99.6,93.1,87.5,0.873,0.721,0.125,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,27.0,30.0,80.0,78.1
John Johnson,2017,S,S,DB,Boston Col.,3.0,91.0,92.0,99.4,92.0,88.4,0.855,0.647,0.116,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,22.7,29.0,79.1,74.6
Jourdan Lewis,2017,CB,CB,DB,Michigan,3.0,92.0,90.0,99.1,90.0,86.3,0.803,0.562,0.137,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,18.7,26.0,76.6,69.5
Cameron Sutton,2017,CB,CB,DB,Tennessee,3.0,94.0,85.4,98.5,85.4,74.1,0.667,0.387,0.259,Starter-caliber profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,13.0,21.0,71.4,61.2
Lano Hill,2017,S,S,DB,Michigan,3.0,95.0,28.9,26.3,28.9,64.7,0.403,0.191,0.353,Low-probability profile,near_expected,Day 2 draft capital; private PFF-derived signals included,7.8,5.0,38.2,48.3
Cordrea Tankersley,2017,CB,CB,DB,Clemson,3.0,97.0,10.2,1.4,10.2,45.2,0.377,0.301,0.548,Low-probability profile,near_expected,Day 2 draft capital; private PFF-derived signals included,6.2,4.0,33.8,44.4
Rasul Douglas,2017,CB,CB,DB,West Virginia,3.0,99.0,90.5,99.2,90.5,86.8,0.81,0.571,0.132,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,19.6,31.0,81.0,71.6
Brendan Langley,2017,CB,CB,DB,Lamar,3.0,101.0,4.8,0.4,4.8,34.8,0.217,0.132,0.652,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk,3.8,1.0,14.8,33.3
Tedric Thompson,2017,S,S,DB,Colorado,4.0,111.0,62.3,70.0,62.3,61.3,0.521,0.392,0.387,Rotational / contributor profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,9.3,9.0,51.0,53.9
Eddie Jackson,2017,S,S,DB,Alabama,4.0,112.0,93.7,99.6,93.7,87.9,0.872,0.757,0.121,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,27.9,45.0,90.9,80.8
Rayshawn Jenkins,2017,S,S,DB,Miami (FL),4.0,113.0,91.0,99.3,91.0,87.1,0.825,0.6,0.129,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,21.1,32.0,82.0,72.8
Montae Nicholson,2017,S,S,DB,Michigan St.,4.0,123.0,80.7,93.0,81.5,67.7,0.598,0.47,0.323,Starter-caliber profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; strong position profile,11.9,10.0,53.3,59.1
Damontae Kazee,2017,CB,CB,DB,San Diego St.,5.0,149.0,88.6,98.9,88.6,80.2,0.759,0.533,0.198,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,16.7,22.0,72.7,67.4
Desmond King,2017,S,S,DB,Iowa,5.0,151.0,90.6,99.1,90.6,89.6,0.834,0.55,0.104,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,19.5,27.0,77.5,70.8
Corn Elder,2017,CB,CB,DB,Miami (FL),5.0,152.0,6.7,0.8,6.7,40.0,0.271,0.133,0.6,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk,4.6,2.0,22.7,38.7
Nate Hairston,2017,CB,CB,DB,Temple,5.0,158.0,46.7,49.2,46.7,60.0,0.476,0.365,0.4,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,8.3,9.0,51.0,50.9
Jamal Agnew,2017,CB,CB,DB,San Diego,5.0,165.0,35.5,35.6,35.5,58.3,0.419,0.216,0.417,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; private PFF-derived signals included,7.8,19.0,68.7,49.2
Treston Decoud,2017,S,S,DB,Oregon St.,5.0,169.0,4.1,0.3,4.1,32.7,0.2,0.121,0.673,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk,3.3,1.0,14.8,31.1
Brian Allen,2017,DB,CB,DB,Utah,5.0,173.0,8.4,0.9,8.4,45.6,0.322,0.213,0.544,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included,5.3,1.0,14.8,41.3
Nathan Gerry,2017,S,S,DB,Nebraska,5.0,184.0,63.1,71.0,63.1,64.4,0.51,0.391,0.356,Rotational / contributor profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,9.3,18.0,67.2,54.1
Chuck Clark,2017,DB,CB,DB,Virginia Tech,6.0,186.0,89.3,99.1,89.3,84.8,0.795,0.493,0.152,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,17.5,31.0,81.0,68.8
Michael Tyson,2017,S,S,DB,Cincinnati,6.0,187.0,6.6,0.6,6.6,38.3,0.288,0.17,0.617,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk,4.2,1.0,14.8,37.0
Xavier Woods,2017,S,S,DB,Louisiana Tech,6.0,191.0,91.9,99.4,91.9,87.0,0.845,0.641,0.13,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile,23.1,38.0,87.2,75.5
Jeremy Clark,2017,CB,CB,DB,Michigan,6.0,197.0,3.6,0.3,3.6,31.0,0.189,0.122,0.69,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk,3.1,0.0,5.1,29.1
Derrick Jones,2017,CB,CB,DB,Mississippi,6.0,204.0,3.4,0.3,4.6,25.8,0.181,0.175,0.742,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk,2.9,0.0,5.1,27.9
Rudy Ford,2017,S,S,DB,Auburn,6.0,208.0,43.7,45.4,43.7,63.4,0.493,0.243,0.366,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included,8.0,11.0,55.5,50.5
Leon McQuay,2017,S,S,DB,USC,6.0,218.0,6.1,0.4,6.6,32.9,0.276,0.254,0.671,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk,3.9,0.0,5.1,34.5
Shalom Luani,2017,S,S,DB,Washington St.,7.0,221.0,7.0,0.8,7.0,47.7,0.266,0.11,0.523,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included,4.6,2.0,22.7,39.2
Jalen Myrick,2017,CB,CB,DB,Minnesota,7.0,222.0,3.4,0.3,3.4,29.5,0.181,0.124,0.705,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk,3.1,0.0,5.1,28.4
Adrian Colbert,2017,DB,CB,DB,Miami (FL),7.0,229.0,25.2,20.3,25.2,52.6,0.447,0.336,0.474,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included,7.3,8.0,48.0,47.7
