player,draft_year,position,position_group,model_group,college,round,pick,projected_value,actual_value,actual_position_percentile,predicted_position_percentile,position_score,final_score,ceiling_score,floor_score,starter_probability,elite_probability,bust_probability,tier,outlier_type,model_explanation
Brent Williams,1986,DE,EDGE,EDGE,Toledo,7.0,192.0,7.4,50.0,87.9,46.2,40.2,38.9,41.1,46.2,0.428,0.439,0.538,Low-probability profile,major_positive_outlier,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Alonzo Mitz,1986,DE,EDGE,EDGE,Florida,8.0,211.0,6.4,16.0,58.9,43.1,24.1,26.3,28.2,41.0,0.39,0.406,0.59,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Gary Baldinger,1986,DE,EDGE,EDGE,Wake Forest,9.0,229.0,6.3,4.0,33.3,42.9,22.3,25.0,26.7,40.3,0.395,0.397,0.597,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Clyde Simmons,1986,DE,EDGE,EDGE,Western Carolina,9.0,233.0,6.2,89.0,98.1,42.8,22.3,25.0,27.3,40.4,0.384,0.421,0.596,Low-probability profile,major_positive_outlier,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Ben Reed,1986,DE,EDGE,EDGE,Mississippi,10.0,250.0,5.7,1.0,16.8,40.7,3.6,11.1,12.6,38.4,0.358,0.394,0.616,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jon Dumbauld,1986,DE,EDGE,EDGE,Kentucky,10.0,253.0,5.6,1.0,16.8,40.1,0.0,8.2,9.2,38.3,0.346,0.368,0.617,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Don Fairbanks,1986,DE,EDGE,EDGE,Colorado,10.0,264.0,6.2,1.0,16.8,42.3,18.8,22.3,23.9,40.2,0.387,0.393,0.598,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Jeff Reinke,1986,DE,EDGE,EDGE,Minnesota St.,10.0,275.0,5.6,0.0,5.7,40.5,0.0,8.3,9.3,38.7,0.347,0.371,0.613,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Tony Garbarczyk,1986,DE,EDGE,EDGE,Wake Forest,11.0,278.0,5.8,0.0,5.7,41.4,13.4,18.0,19.4,39.5,0.354,0.374,0.605,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Billy Witt,1986,DE,EDGE,EDGE,North Alabama,11.0,282.0,5.7,1.0,16.8,41.1,9.8,15.4,17.0,38.0,0.359,0.385,0.62,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Reggie Rogers,1987,DE,EDGE,EDGE,Washington,1.0,7.0,13.9,1.0,16.8,59.5,83.7,74.8,76.7,66.6,0.62,0.558,0.334,Rotational / contributor profile,negative_outlier_missed_projection,premium draft capital; meaningful elite ceiling; private PFF-derived signals included
Shawn Knight,1987,DE,EDGE,EDGE,BYU,1.0,11.0,14.5,3.0,29.7,60.4,88.7,78.7,81.1,67.5,0.628,0.584,0.325,Starter-caliber profile,negative_outlier_missed_projection,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile
John Bosa,1987,DE,EDGE,EDGE,Boston Col.,1.0,16.0,13.5,10.0,49.3,58.7,81.6,73.1,75.1,65.8,0.614,0.556,0.342,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Jason Buck,1987,DE,EDGE,EDGE,BYU,1.0,17.0,13.1,18.0,61.7,57.5,77.3,69.6,71.1,65.7,0.6,0.525,0.343,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Tony Woods,1987,DE,EDGE,EDGE,Pittsburgh,1.0,18.0,15.6,51.0,88.5,62.3,98.6,86.4,89.3,70.4,0.65,0.613,0.296,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Donald Evans,1987,DE,EDGE,EDGE,Winston-Salem St.,2.0,47.0,12.2,41.0,82.6,56.6,74.5,67.4,69.1,63.9,0.592,0.53,0.361,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Karl Wilson,1987,DE,EDGE,EDGE,LSU,3.0,59.0,11.1,14.0,55.9,54.9,68.8,62.5,64.4,61.1,0.547,0.51,0.389,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Skip McClendon,1987,DE,EDGE,EDGE,Arizona St.,3.0,77.0,9.8,20.0,63.5,51.6,56.0,52.3,53.6,56.8,0.52,0.463,0.432,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Sean Smith,1987,DE,EDGE,EDGE,Grambling St.,4.0,101.0,9.6,4.0,33.3,51.7,56.7,52.6,55.1,54.6,0.496,0.503,0.454,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Leon Seals,1987,DE,EDGE,EDGE,Jackson St.,4.0,109.0,8.1,23.0,67.2,47.9,41.8,40.7,42.5,48.7,0.463,0.446,0.513,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Tom Gibson,1987,DE,EDGE,EDGE,Northern Arizona,5.0,116.0,7.6,5.0,37.0,46.6,40.4,39.2,40.9,46.7,0.452,0.422,0.533,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Steve Bryan,1987,DE,EDGE,EDGE,Oklahoma,5.0,120.0,7.8,3.0,29.7,46.9,41.1,40.0,41.8,46.9,0.463,0.438,0.531,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Mark Mraz,1987,DE,EDGE,EDGE,Utah St.,5.0,125.0,7.2,2.0,24.9,45.4,38.3,37.3,39.5,44.4,0.429,0.432,0.556,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Tony Leiker,1987,DE,EDGE,EDGE,Stanford,7.0,172.0,6.4,1.0,16.8,43.3,22.7,25.5,27.6,39.6,0.402,0.422,0.604,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Robert Banks,1987,DE,EDGE,EDGE,Notre Dame,7.0,176.0,6.0,13.0,54.4,41.8,15.6,20.0,21.7,38.7,0.385,0.4,0.613,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Charles Buchanan,1987,DE,EDGE,EDGE,Tennessee St.,8.0,205.0,6.6,1.0,16.8,44.2,27.7,29.3,31.3,41.3,0.411,0.421,0.587,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Randy Watts,1987,DE,EDGE,EDGE,Catawba,9.0,244.0,6.2,1.0,16.8,42.6,19.1,22.6,24.0,42.4,0.38,0.389,0.576,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Wes Dove,1987,DE,EDGE,EDGE,Syracuse,12.0,312.0,5.7,0.0,5.7,41.7,14.9,19.3,21.2,38.8,0.368,0.401,0.612,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Fred Stokes,1987,DE,EDGE,EDGE,Georgia Southern,12.0,332.0,5.6,33.0,75.7,40.9,12.8,17.6,19.2,38.9,0.366,0.382,0.611,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Neil Smith,1988,DE,EDGE,EDGE,Nebraska,1.0,2.0,14.5,96.0,98.6,61.5,95.6,83.9,86.7,67.2,0.64,0.599,0.328,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Eric Kumerow,1988,DE,EDGE,EDGE,Ohio St.,1.0,16.0,12.1,4.0,33.3,56.2,73.8,66.8,68.4,63.4,0.593,0.522,0.366,Rotational / contributor profile,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Aaron Jones,1988,DE,EDGE,EDGE,Eastern Kentucky,1.0,18.0,14.4,18.0,61.7,60.9,95.0,83.4,86.4,67.2,0.641,0.608,0.328,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Danny Stubbs,1988,DE,EDGE,EDGE,Miami (FL),2.0,33.0,11.2,30.0,73.1,54.9,68.8,62.7,63.8,63.0,0.575,0.488,0.37,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Shawn Patterson,1988,DE,EDGE,EDGE,Arizona St.,2.0,34.0,11.0,10.0,49.3,53.9,66.2,60.5,61.1,62.7,0.568,0.456,0.373,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Pierce Holt,1988,DE,EDGE,EDGE,Angelo State (TX),2.0,39.0,11.1,45.0,85.0,54.3,66.9,61.0,61.5,63.8,0.561,0.454,0.362,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Al Noga,1988,DE,EDGE,EDGE,Hawaii,3.0,71.0,10.4,29.0,72.0,53.6,65.6,60.0,61.6,59.4,0.56,0.496,0.406,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Ralph Jarvis,1988,DE,EDGE,EDGE,Temple,3.0,78.0,8.6,1.0,16.8,49.0,48.1,46.0,46.8,53.4,0.515,0.43,0.466,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Mike Piel,1988,DE,EDGE,EDGE,Illinois,3.0,82.0,9.8,11.0,51.0,52.2,61.9,56.8,58.2,58.5,0.535,0.471,0.415,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Robert Goff,1988,DE,EDGE,EDGE,Auburn,4.0,83.0,10.2,25.0,68.8,52.5,62.5,57.5,59.9,58.0,0.539,0.523,0.42,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
David Grant,1988,DE,EDGE,EDGE,West Virginia,4.0,84.0,9.6,11.0,51.0,51.2,57.5,53.4,55.5,57.0,0.516,0.494,0.43,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Joe Campbell,1988,DE,EDGE,EDGE,New Mexico St.,4.0,91.0,10.0,2.0,24.9,52.9,63.1,57.9,60.2,57.4,0.532,0.513,0.426,Depth / replacement-level profile,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Jerry Reese,1988,DE,EDGE,EDGE,Kentucky,5.0,128.0,7.7,1.0,16.8,46.3,41.9,40.1,41.0,49.0,0.448,0.384,0.51,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Nate Hill,1988,DE,EDGE,EDGE,Auburn,6.0,144.0,6.9,0.0,5.7,44.1,36.2,35.5,37.7,45.0,0.416,0.421,0.55,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Paul Frase,1988,DE,EDGE,EDGE,Syracuse,6.0,146.0,6.4,24.0,68.0,42.4,25.6,27.4,29.0,42.4,0.401,0.392,0.576,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Curtis Maxey,1988,DE,EDGE,EDGE,Grambling St.,8.0,195.0,7.1,0.0,5.7,45.2,39.4,38.1,40.3,45.1,0.434,0.431,0.549,Low-probability profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Reuben Davis,1988,DE,EDGE,EDGE,North Carolina,9.0,225.0,6.3,48.0,86.6,42.9,27.5,29.0,31.9,40.9,0.4,0.449,0.591,Low-probability profile,major_positive_outlier,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Jeff Cross,1988,DE,EDGE,EDGE,Missouri,9.0,239.0,6.0,50.0,87.9,41.7,20.6,23.7,26.3,41.2,0.382,0.434,0.588,Low-probability profile,major_positive_outlier,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
George Hinkle,1988,DE,EDGE,EDGE,Arizona,11.0,293.0,5.0,13.0,54.4,38.1,3.8,10.5,12.0,36.3,0.348,0.366,0.637,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jethro Franklin,1988,DE,EDGE,EDGE,Fresno St.,11.0,298.0,5.3,1.0,16.8,40.2,13.8,18.0,19.7,37.5,0.36,0.373,0.625,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Steve Kaufusi,1988,DE,EDGE,EDGE,BYU,12.0,319.0,5.1,2.0,24.9,38.7,7.5,13.1,14.1,37.8,0.346,0.34,0.622,Low-probability profile,near_expected,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Burt Grossman,1989,DE,EDGE,EDGE,Pittsburgh,1.0,8.0,9.4,35.0,77.6,50.9,94.5,79.2,83.7,52.7,0.521,0.514,0.473,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile
Trace Armstrong,1989,DE,EDGE,EDGE,Florida,1.0,12.0,9.3,61.0,92.5,50.8,89.5,75.6,79.9,52.6,0.52,0.51,0.474,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile
Jeff Lageman,1989,DE,EDGE,EDGE,Virginia,1.0,14.0,9.3,44.0,84.5,50.7,85.6,72.9,76.9,52.5,0.518,0.509,0.475,Rotational / contributor profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile
Wayne Martin,1989,DE,EDGE,EDGE,Arkansas,1.0,19.0,9.3,68.0,95.2,50.7,86.7,73.7,77.8,52.5,0.518,0.509,0.475,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile
Bill Hawkins,1989,DE,EDGE,EDGE,Miami (FL),1.0,21.0,9.2,6.0,40.5,50.5,78.5,67.8,71.5,52.4,0.516,0.504,0.476,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Warren Powers,1989,DE,EDGE,EDGE,Maryland,2.0,47.0,9.1,15.0,57.4,50.4,74.0,64.6,67.9,52.2,0.512,0.497,0.478,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Matt Brock,1989,DE,EDGE,EDGE,Oregon,3.0,58.0,9.0,41.0,82.6,50.1,68.0,60.3,63.6,51.4,0.51,0.505,0.486,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Rhondy Weston,1989,DE,EDGE,EDGE,Florida,3.0,68.0,8.9,2.0,24.9,49.9,64.6,57.8,60.9,51.2,0.507,0.498,0.488,Depth / replacement-level profile,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Chris Gannon,1989,DE,EDGE,EDGE,Louisiana,3.0,73.0,8.9,5.0,37.0,49.8,60.8,55.1,57.9,51.2,0.506,0.494,0.488,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Tony Tolbert,1989,DE,EDGE,EDGE,Texas-El Paso,4.0,85.0,8.8,57.0,91.3,49.8,59.7,54.4,57.3,51.0,0.504,0.5,0.49,Depth / replacement-level profile,major_positive_outlier,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Jake McCullough,1989,DE,EDGE,EDGE,Clemson,4.0,97.0,8.7,1.0,16.8,49.5,47.0,45.3,47.4,50.6,0.499,0.487,0.494,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Ron Stallworth,1989,DE,EDGE,EDGE,Auburn,4.0,98.0,8.7,10.0,49.3,49.5,49.2,46.9,49.2,50.4,0.5,0.494,0.496,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Brad Henke,1989,DE,EDGE,EDGE,Arizona,4.0,105.0,8.7,0.0,5.7,49.6,51.9,48.8,51.3,50.5,0.502,0.494,0.495,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Andrew Stewart,1989,DE,EDGE,EDGE,Cincinnati,4.0,107.0,8.7,2.0,24.9,49.4,47.0,45.3,47.6,50.3,0.499,0.494,0.497,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Natu Tuatagaloa,1989,DE,EDGE,EDGE,California,5.0,138.0,8.4,15.0,57.4,48.9,33.1,35.3,37.0,49.4,0.49,0.487,0.506,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Lybrant Robinson,1989,DE,EDGE,EDGE,Delaware St.,5.0,139.0,8.3,0.0,5.7,48.7,26.0,30.2,31.5,49.2,0.488,0.479,0.508,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Marvin Washington,1989,DE,EDGE,EDGE,Idaho,6.0,151.0,8.4,44.0,84.5,48.9,33.1,35.3,37.1,49.4,0.49,0.49,0.506,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Mark Hall,1989,DE,EDGE,EDGE,Louisiana,7.0,169.0,8.4,1.0,16.8,48.8,29.8,33.0,34.5,49.4,0.488,0.486,0.506,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Benji Roland,1989,DE,EDGE,EDGE,Auburn,7.0,191.0,8.3,0.0,5.7,48.7,26.5,30.7,32.2,49.0,0.489,0.492,0.51,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Jeff Hunter,1989,DE,EDGE,EDGE,Albany State (GA),11.0,291.0,8.0,5.0,37.0,47.9,11.0,19.5,20.5,47.5,0.475,0.49,0.525,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
James Cribbs,1989,DE,EDGE,EDGE,Memphis,12.0,309.0,7.9,0.0,5.7,47.6,2.2,13.1,13.6,47.3,0.471,0.477,0.527,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Keith McCants,1990,DE,EDGE,EDGE,Alabama,1.0,4.0,9.2,20.0,63.5,50.9,97.5,81.3,86.0,52.8,0.523,0.514,0.472,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
